Time,Data1,Data2,Battery,Motor Rev A,Motor Rev B,Motor Rev C,ADC S1,ADC S2,ADC S3,ADC S4,I2C
0,0,0,8170,0,0,0,653,599,1023,1023,-1
4,0,0,8183,0,0,0,653,598,1023,1023,-1
8,0,0,8183,0,0,0,653,597,1023,1023,-1
12,0,0,7671,0,0,0,652,594,1023,1023,-1
16,0,0,7671,-1,0,0,652,595,1023,1023,-1
20,0,0,7671,-2,0,0,652,595,1023,1023,-1
24,0,0,7671,-3,0,0,652,597,1023,1023,-1
28,0,0,7671,-4,0,0,652,598,1023,1023,-1
32,0,0,7768,-5,0,0,652,597,1023,1023,-1
36,0,0,7768,-7,0,0,652,595,1023,1023,-1
40,0,0,7768,-8,0,0,653,595,1023,1023,-1
44,0,0,7810,-10,0,0,652,594,1023,1023,-1
48,0,0,7810,-12,0,0,653,595,1023,1023,-1
52,0,0,7893,-14,0,0,652,594,1023,1023,-1
56,0,0,7893,-16,0,0,652,593,1023,1023,-1
60,0,0,7893,-19,0,0,652,592,1023,1023,-1
64,0,0,7920,-21,0,0,652,591,1023,1023,-1
68,0,0,7920,-23,0,0,652,590,1023,1023,-1
72,0,0,7962,-26,0,0,653,589,1023,1023,-1
76,0,0,7962,-28,0,0,652,589,1023,1023,-1
80,0,0,7962,-31,0,0,653,590,1023,1023,-1
84,0,0,7990,-34,0,0,653,590,1023,1023,-1
88,0,0,7990,-36,0,0,652,589,1023,1023,-1
92,0,0,8017,-39,0,0,653,590,1023,1023,-1
96,0,0,8017,-42,0,0,653,592,1023,1023,-1
100,0,0,8017,-45,0,0,653,591,1023,1023,-1
104,0,0,8031,-48,0,0,653,591,1023,1023,-1
108,0,0,8031,-51,0,0,653,591,1023,1023,-1
112,0,0,8045,-54,0,0,653,591,1023,1023,-1
116,0,0,8045,-57,0,0,654,591,1023,1023,-1
120,0,0,8045,-60,0,0,653,594,1023,1023,-1
124,0,0,8073,-63,0,0,654,593,1023,1023,-1
128,0,0,8073,-66,0,0,653,593,1023,1023,-1
132,0,0,8087,-70,0,0,653,596,1023,1023,-1
136,0,0,8087,-73,0,0,653,594,1023,1023,-1
140,0,0,8087,-76,0,0,653,594,1023,1023,-1
144,0,0,8087,-80,0,0,653,595,1023,1023,-1
148,0,0,8087,-83,0,0,653,594,1023,1023,-1
152,0,0,8100,-86,0,0,653,595,1023,1023,-1
156,0,0,8100,-90,0,0,654,594,1023,1023,-1
160,0,0,8100,-93,0,0,653,596,1023,1023,-1
164,0,0,8100,-96,0,0,653,595,1023,1023,-1
168,0,0,8100,-100,0,0,653,594,1023,1023,-1
172,0,0,8114,-103,0,0,653,595,1023,1023,-1
176,0,0,8114,-106,0,0,653,593,1023,1023,-1
180,0,0,8114,-110,0,0,653,595,1023,1023,-1
184,0,0,8114,-113,0,0,653,594,1023,1023,-1
188,0,0,8114,-117,0,0,653,596,1023,1023,-1
192,0,0,8142,-120,0,0,653,593,1023,1023,-1
196,0,0,8142,-124,0,0,653,596,1023,1023,-1
200,0,0,8142,-127,0,0,654,595,1023,1023,-1
204,0,0,8128,-131,0,0,653,594,1023,1023,-1
208,0,0,8128,-134,0,0,653,594,1023,1023,-1
212,0,0,8128,-138,0,0,653,594,1023,1023,-1
216,0,0,8128,-141,0,0,653,592,1023,1023,-1
220,0,0,8128,-145,0,0,653,594,1023,1023,-1
224,0,0,8128,-148,0,0,653,594,1023,1023,-1
228,0,0,8128,-152,0,0,654,594,1023,1023,-1
232,0,0,8128,-155,0,0,654,594,1023,1023,-1
236,0,0,8128,-159,0,0,653,592,1023,1023,-1
240,0,0,8128,-162,0,0,654,595,1023,1023,-1
244,0,0,8128,-166,0,0,653,593,1023,1023,-1
248,0,0,8128,-170,0,0,653,595,1023,1023,-1
252,0,0,8156,-173,0,0,653,593,1023,1023,-1
256,0,0,8156,-177,0,0,653,594,1023,1023,-1
260,0,0,8156,-180,0,0,653,595,1023,1023,-1
264,0,0,8142,-184,0,0,654,595,1023,1023,-1
268,0,0,8142,-187,0,0,653,595,1023,1023,-1
272,0,0,8142,-191,0,0,655,595,1023,1023,-1
276,0,0,8142,-194,0,0,653,593,1023,1023,-1
280,0,0,8142,-198,0,0,654,594,1023,1023,-1
284,0,0,8128,-202,0,0,654,593,1023,1023,-1
288,0,0,8128,-205,0,0,653,595,1023,1023,-1
292,0,0,8142,-209,0,0,654,594,1023,1023,-1
296,0,0,8142,-212,0,0,654,594,1023,1023,-1
